date,state,state_name,PRCP,SNOW,SNWD,TMAX,TMIN
2020-01-05,AK,Alaska,20.957773109243696,26.381790123456792,390.06958874458877,-157.19954954954954,-223.63858858858856
2020-01-05,AL,Alabama,135.10850850850852,0.0,0.0,157.27866043613707,41.23629283489096
2020-01-05,AR,Arkansas,32.73843434343434,0.0,0.0,124.12629310344828,14.949568965517242
2020-01-05,AZ,Arizona,0.9253676470588235,0.459873417721519,120.99830508474577,118.61234276729559,-30.592845911949684
2020-01-05,CA,California,8.65441919191919,0.11597633136094675,138.5313432835821,143.64821731748728,26.868109790605544
2020-01-05,CO,Colorado,5.636370504684195,6.130571320469163,263.30534647550775,22.24427927927928,-114.84695340501791
2020-01-05,CT,Connecticut,16.855802469135803,0.015841584158415842,4.816935483870967,62.0,3.291666666666666
2020-01-05,DC,District of Columbia,42.6,0.0,,,
2020-01-05,DE,Delaware,35.9879781420765,0.0,0.0,101.43333333333334,11.699999999999998
2020-01-05,FL,Florida,28.972958057395143,0.0,0.0,247.42044444444443,129.73655555555555
2020-01-05,GA,Georgia,100.52157320872273,0.003389830508474576,0.0,161.6596726190476,45.4970238095238
2020-01-05,HI,Hawaii,74.46813725490196,0.0,0.0,244.15625,166.12256944444445
2020-01-05,IA,Iowa,5.64757045675413,7.5253355704697995,21.044949494949492,37.52810218978102,-50.59841849148419
2020-01-05,ID,Idaho,36.246654275092936,16.046532438478746,380.42829861111113,15.349404761904763,-61.295304232804234
2020-01-05,IL,Illinois,4.570959595959596,3.8376518218623477,9.475274122807019,59.43151041666667,-21.756380208333336
2020-01-05,IN,Indiana,22.239827856025038,1.1046934865900384,4.7293296089385475,67.29068100358424,-2.352329749103943
2020-01-05,KS,Kansas,0.115527950310559,0.0,0.7990867579908676,101.86096774193548,-38.4989247311828
2020-01-05,KY,Kentucky,63.418154761904766,0.0,0.0,103.0074297188755,20.27710843373494
2020-01-05,LA,Louisiana,118.6707561728395,0.0,0.0,173.47657004830918,63.632608695652166
2020-01-05,MA,Massachusetts,17.003055555555555,0.5163101604278074,23.879131652661066,55.63728813559322,-1.3344632768361582
2020-01-05,MD,Maryland,31.879467353951892,0.4786616161616161,1.325,106.571875,16.24375
2020-01-05,ME,Maine,21.32567287784679,15.458153477218225,175.91491228070174,19.04126984126984,-38.96190476190476
2020-01-05,MI,Michigan,3.6777314814814814,5.118227593152064,127.52415730337077,20.3381981981982,-36.620609318996415
2020-01-05,MN,Minnesota,3.3011299435028247,3.427946593001842,233.32689594356262,-13.479980842911878,-87.4095785440613
2020-01-05,MO,Missouri,1.6625325520833332,0.01081081081081081,0.028901734104046242,92.55604026845637,-10.09977628635347
2020-01-05,MS,Mississippi,157.67135416666665,0.0,0.0,158.65522388059702,43.831094527363184
2020-01-05,MT,Montana,16.276602564102564,4.043734793187348,258.56925287356324,30.363025210084036,-52.19310986964618
2020-01-05,NC,North Carolina,68.49214621787911,0.4871264367816092,1.8728682170542634,140.57671957671957,29.115520282186946
2020-01-05,ND,North Dakota,3.8236000000000003,3.9887254901960785,225.63589743589742,13.526937984496124,-84.03197674418605
2020-01-05,NE,Nebraska,0.9468164794007491,0.7741293532338308,46.269209039548024,56.96027397260274,-59.76141552511415
2020-01-05,NH,New Hampshire,19.093951612903226,7.692042042042042,184.40940170940172,26.97820512820513,-34.31730769230769
2020-01-05,NJ,New Jersey,23.251052631578947,0.0,0.0,80.21176470588235,4.568627450980392
2020-01-05,NM,New Mexico,3.980387931034483,2.488059701492537,91.94854700854701,78.31740976645435,-76.50382165605096
2020-01-05,NV,Nevada,7.123692810457516,0.8136363636363637,219.07580645161292,66.85210727969348,-42.663294797687854
2020-01-05,NY,New York,20.15398475398475,8.746318770226537,19.67482638888889,46.24601449275362,-15.581654676258992
2020-01-05,OH,Ohio,42.02612994350282,3.8930672268907562,6.411965811965812,69.73636363636363,4.41969696969697
2020-01-05,OK,Oklahoma,0.10614525139664804,0.0,0.0,134.7710743801653,-4.63801652892562
2020-01-05,OR,Oregon,71.61922104198281,1.0639163916391638,104.64818548387096,67.8319075712881,0.44070796460176986
2020-01-05,PA,Pennsylvania,28.435852225020994,3.424585921325052,5.113215488215489,64.25625000000001,-13.182965686274509
2020-01-05,RI,Rhode Island,18.71695402298851,0.0,0.0,71.46000000000001,15.1
2020-01-05,SC,South Carolina,77.0145306351883,0.0,0.0,163.38944444444445,47.34277777777778
2020-01-05,SD,South Dakota,3.6768090154211155,6.239043824701195,177.85065359477122,33.18211678832117,-69.39817518248175
2020-01-05,TN,Tennessee,122.98966882649388,0.10236559139784947,0.38476190476190475,107.77191780821919,14.952154195011339
2020-01-05,TX,Texas,7.64688936019795,0.002090032154340836,0.0,164.49159056316591,34.25749619482496
2020-01-05,UT,Utah,18.045910020449895,9.95147329650092,441.03796992481205,18.433166666666665,-87.57840531561462
2020-01-05,VA,Virginia,39.737704248366015,0.04027303754266212,0.20634920634920634,122.12190476190476,16.805714285714284
2020-01-05,VT,Vermont,21.93766666666667,21.679928315412187,140.62587064676617,23.25,-34.060256410256414
2020-01-05,WA,Washington,83.73178362573098,3.802761904761905,256.5481958762887,60.604824561403504,1.811184210526317
2020-01-05,WI,Wisconsin,0.6695961995249406,1.0980964467005077,118.46120218579235,8.277714285714286,-66.71485714285714
2020-01-05,WV,West Virginia,50.25217948717948,2.712727272727273,2.7710843373493974,90.55833333333334,0.061187214611872175
2020-01-05,WY,Wyoming,13.26503350083752,7.9576492537313435,391.259670781893,4.561061946902654,-96.36792035398231
2020-01-12,AK,Alaska,8.160406746031747,11.579919137466309,416.463339640492,-192.22657773952955,-257.0132314974183
2020-01-12,AL,Alabama,57.60947507658033,0.0,0.0,182.59492945326275,43.26446208112875
2020-01-12,AR,Arkansas,145.74261154318464,0.1057104142469996,0.17218543046357615,151.76705004035512,22.949354317998388
2020-01-12,AZ,Arizona,6.388660559544442,3.3165156794425084,98.60041710114703,117.1571316262354,-33.56725344166102
2020-01-12,CA,California,18.799847007075922,0.7036483795038928,140.6214985994398,116.48310369833212,8.797417613407461
2020-01-12,CO,Colorado,3.0301601092217947,3.7883569376026274,254.51051870748302,6.391875240662302,-127.99390040962622
2020-01-12,CT,Connecticut,7.237331201137171,1.8917989417989418,4.236243386243387,74.93551587301589,-23.616071428571427
2020-01-12,DC,District of Columbia,36.0,0.0,,,
2020-01-12,DE,Delaware,16.23452380952381,0.44331065759637184,0.6714285714285715,116.76190476190476,5.523809523809523
2020-01-12,FL,Florida,7.585701275045537,0.0,0.0,237.75460317460315,122.23022222222222
2020-01-12,GA,Georgia,46.31709143751397,0.0,0.0,182.57555272108843,49.06738945578231
2020-01-12,HI,Hawaii,201.6421111111111,0.0,0.0,234.90074955908293,178.7621693121693
2020-01-12,IA,Iowa,14.094696654171871,5.934436507936508,17.22590909090909,20.311817865832467,-92.82832811956898
2020-01-12,ID,Idaho,54.058342086834735,32.4221706864564,491.4007236227824,-5.915509128552606,-77.55559947299078
2020-01-12,IL,Illinois,93.61112004287247,4.742370761534186,8.396377131099353,72.4584449404762,-28.512090773809522
2020-01-12,IN,Indiana,123.63071376698828,0.3681944444444445,0.6186846689895471,90.8252944188428,-12.607808499743982
2020-01-12,KS,Kansas,27.61738648947951,2.953504502311998,7.218619436875568,89.35894752805581,-57.60404913557779
2020-01-12,KY,Kentucky,66.85231856934914,0.29676870748299317,0.5698529411764706,137.2743832472748,18.348967297762478
