Date,A.2.5_share,A.2.5_marker,AY.1_share,AY.1_marker,AY.2_share,AY.2_marker,AY.3_share,AY.3_marker,B.1_share,B.1_marker,B.1.1_share,B.1.1_marker,B.1.1.519_share,B.1.1.519_marker,B.1.1.529_share,B.1.1.529_marker,B.1.1.7_share,B.1.1.7_marker,B.1.2_share,B.1.2_marker,B.1.351_share,B.1.351_marker,B.1.427_share,B.1.427_marker,B.1.429_share,B.1.429_marker,B.1.525_share,B.1.525_marker,B.1.526_share,B.1.526_marker,B.1.526.1_share,B.1.526.1_marker,B.1.526.2_share,B.1.526.2_marker,B.1.596_share,B.1.596_marker,B.1.617_share,B.1.617_marker,B.1.617.1_share,B.1.617.1_marker,B.1.617.2_share,B.1.617.2_marker,B.1.617.3_share,B.1.617.3_marker,B.1.621_share,B.1.621_marker,B.1.621.1_share,B.1.621.1_marker,B.1.626_share,B.1.626_marker,B.1.628_share,B.1.628_marker,B.1.637_share,B.1.637_marker,BA.1.1_share,BA.1.1_marker,BA.2_share,BA.2_marker,BA.2.12.1_share,BA.2.12.1_marker,BA.2.75_share,BA.2.75_marker,BA.2.75.2_share,BA.2.75.2_marker,BA.2.86_share,BA.2.86_marker,BA.3.2_share,BA.3.2_marker,BA.4_share,BA.4_marker,BA.4.6_share,BA.4.6_marker,BA.5_share,BA.5_marker,BA.5.2.6_share,BA.5.2.6_marker,BF.11_share,BF.11_marker,BF.7_share,BF.7_marker,BN.1_share,BN.1_marker,BQ.1_share,BQ.1_marker,BQ.1.1_share,BQ.1.1_marker,CH.1.1_share,CH.1.1_marker,EG.5_share,EG.5_marker,EG.5.1.8_share,EG.5.1.8_marker,EG.6.1_share,EG.6.1_marker,EU.1.1_share,EU.1.1_marker,FD.1.1_share,FD.1.1_marker,FD.2_share,FD.2_marker,FE.1.1_share,FE.1.1_marker,FL.1.5.1_share,FL.1.5.1_marker,GE.1_share,GE.1_marker,GK.1.1_share,GK.1.1_marker,GK.2_share,GK.2_marker,HF.1_share,HF.1_marker,HK.3_share,HK.3_marker,HV.1_share,HV.1_marker,JD.1.1_share,JD.1.1_marker,JF.1_share,JF.1_marker,JG.3_share,JG.3_marker,JN.1_share,JN.1_marker,JN.1.11.1_share,JN.1.11.1_marker,JN.1.13_share,JN.1.13_marker,JN.1.13.1_share,JN.1.13.1_marker,JN.1.16_share,JN.1.16_marker,JN.1.16.1_share,JN.1.16.1_marker,JN.1.18_share,JN.1.18_marker,JN.1.18.6_share,JN.1.18.6_marker,JN.1.32_share,JN.1.32_marker,JN.1.4.3_share,JN.1.4.3_marker,JN.1.7_share,JN.1.7_marker,JN.1.8.1_share,JN.1.8.1_marker,KP.1.1_share,KP.1.1_marker,KP.1.1.3_share,KP.1.1.3_marker,KP.1.2_share,KP.1.2_marker,KP.2_share,KP.2_marker,KP.2.15_share,KP.2.15_marker,KP.2.3_share,KP.2.3_marker,KP.3_share,KP.3_marker,KP.3.1.1_share,KP.3.1.1_marker,KP.4.1_share,KP.4.1_marker,KQ.1_share,KQ.1_marker,KS.1_share,KS.1_marker,KV.2_share,KV.2_marker,KW.1.1_share,KW.1.1_marker,LB.1_share,LB.1_marker,LB.1.3.1_share,LB.1.3.1_marker,LF.3.1_share,LF.3.1_marker,LF.7_share,LF.7_marker,LF.7.2.1_share,LF.7.2.1_marker,LF.7.7.1_share,LF.7.7.1_marker,LF.7.7.2_share,LF.7.7.2_marker,LF.7.9_share,LF.7.9_marker,LP.1_share,LP.1_marker,LP.8.1_share,LP.8.1_marker,MC.1_share,MC.1_marker,MC.10.1_share,MC.10.1_marker,MC.19_share,MC.19_marker,MC.28.1_share,MC.28.1_marker,NB.1.8.1_share,NB.1.8.1_marker,NW.1_share,NW.1_marker,P.1_share,P.1_marker,P.2_share,P.2_marker,PA.1_share,PA.1_marker,PQ.17_share,PQ.17_marker,PQ.17.11_share,PQ.17.11_marker,PQ.2.1.6_share,PQ.2.1.6_marker,PQ.2.8.1_share,PQ.2.8.1_marker,RV.1_share,RV.1_marker,XBB_share,XBB_marker,XBB.1.16_share,XBB.1.16_marker,XBB.1.16.1_share,XBB.1.16.1_marker,XBB.1.16.11_share,XBB.1.16.11_marker,XBB.1.16.15_share,XBB.1.16.15_marker,XBB.1.16.17_share,XBB.1.16.17_marker,XBB.1.16.6_share,XBB.1.16.6_marker,XBB.1.42.2_share,XBB.1.42.2_marker,XBB.1.5_share,XBB.1.5_marker,XBB.1.5.1_share,XBB.1.5.1_marker,XBB.1.5.10_share,XBB.1.5.10_marker,XBB.1.5.59_share,XBB.1.5.59_marker,XBB.1.5.68_share,XBB.1.5.68_marker,XBB.1.5.70_share,XBB.1.5.70_marker,XBB.1.5.72_share,XBB.1.5.72_marker,XBB.1.9.1_share,XBB.1.9.1_marker,XBB.1.9.2_share,XBB.1.9.2_marker,XBB.2.3_share,XBB.2.3_marker,XBB.2.3.8_share,XBB.2.3.8_marker,XDP_share,XDP_marker,XDV.1_share,XDV.1_marker,XEC_share,XEC_marker,XEC.4_share,XEC.4_marker,XEK_share,XEK_marker,XEQ_share,XEQ_marker,XFC_share,XFC_marker,XFG_share,XFG_marker,XFG.1_share,XFG.1_marker,XFG.1.1_share,XFG.1.1_marker,XFG.10.4_share,XFG.10.4_marker,XFG.14.1_share,XFG.14.1_marker,XFG.2.5.1_share,XFG.2.5.1_marker,XFG.23.1.3_share,XFG.23.1.3_marker,XFG.6_share,XFG.6_marker,XFV_share,XFV_marker,XFY_share,XFY_marker,XFZ_share,XFZ_marker,n_marker_1,n_marker_2,n_marker_0,n_marker_1_wk
2021-01-30,0.0015479510184377,2.0,0.0,,0.0,,0.0,,0.04473452195525164,2.0,0.0141326962038874,2.0,0.016513120486504454,2.0,,,0.011580339244877233,1.0,0.407959695905447,1.0,0.0007443079327155167,2.0,0.0384496861758331,2.0,0.0801246408373117,2.0,0.0007837176090106,2.0,0.010673239051053865,2.0,0.002067194417274183,2.0,0.0033080890619505664,2.0,0.09253296752770736,2.0,0.0,,0.0,,0.00012051138037345,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042067981970219997,2.0,0.005243128165602655,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,0,0
2021-02-06,0.00111036887392395,0.0,0.0,,1.7224039766e-05,2.0,0.0,,0.0412297878414392,0.0,0.012631052173674051,0.0,0.023714854640679184,0.0,,,0.027874886950788345,0.0,0.4040007069706917,0.0,0.001511901284781396,0.0,0.040219679552440796,0.0,0.0889039952307939,0.0,0.0009030854562296999,0.0,0.016670083471884284,0.0,0.0032520596190199914,0.0,0.0035123873385600165,0.0,0.08294983456532157,0.0,0.0,,0.0,,7.28948416508e-05,0.0,0.0,,0.0,,0.0,,0.0,,1.3704069715425e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00032496865666565,0.0,0.006716522310549967,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,17,1
2021-02-13,0.0006727867294102,0.0,0.0,,3.4448079532e-05,0.0,0.0,,0.03772505372762676,0.0,0.0111294081434607,0.0,0.03091658879485391,0.0,,,0.04416943465669946,0.0,0.40004171803593636,0.0,0.002279494636847275,0.0,0.04198967292904849,0.0,0.0976833496242761,0.0,0.0010224533034488,0.0,0.0226669278927147,0.0,0.0044369248207658,0.0,0.0037166856151694665,0.0,0.07336670160293578,0.0,0.0,,0.0,,2.527830292815e-05,0.0,0.0,,0.0,,0.0,,0.0,,2.740813943085e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002292574936291,0.0,0.008189916455497277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19,2
2021-02-20,0.0010503524099476,0.0,0.0,,1.7224039766e-05,0.0,0.0,,0.035759144276380495,0.0,0.01481304084882135,0.0,0.03447981520245469,0.0,,,0.0784553770596782,0.0,0.36169579066336155,0.0,0.003608657289684388,0.0,0.04381359647959465,0.0,0.09567255464692906,0.0,0.0018541588409182416,0.0,0.03806439996697004,0.0,0.008250892201128058,0.0,0.00829526500698795,0.0,0.06625195359811184,0.0,0.0,,0.0,,0.00012242101474835502,0.0,0.0,,0.0,,5.4391999583425e-05,2.0,0.0,,6.80894190736e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004885965681750916,0.0,0.008018801609675032,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,19,3
2021-02-27,0.001427918090485,0.0,0.0,,0.0,0.0,0.0,,0.03379323482513422,0.0,0.018496673554182,0.0,0.03804304161005547,0.0,,,0.11274131946265693,0.0,0.32334986329078674,0.0,0.0049378199425215005,0.0,0.04563752003014082,0.0,0.09366175966958201,0.0,0.002685864378387683,0.0,0.05346187204122538,0.0,0.012064859581490317,0.0,0.012873844398806433,0.0,0.0591372055932879,0.0,0.0,,0.0,,0.00021956372656856002,0.0,0.0,,0.0,,0.00010878399916685,0.0,0.0,,0.00010877069871635,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007479356427210833,0.0,0.007847686763852788,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,4
2021-03-06,0.00168844737345345,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.21287390291690822,0.0,,,0.00416812933981412,0.0,0.042620800435543,0.0,0.0940327569842338,0.0,0.00337129191029815,0.0,0.0786799900233745,0.0,,,,,,,,,7.791994236560001e-05,2.0,8.3264290879e-05,0.0,3.4247265527166666e-05,2.0,0.0,,0.0,0.0,4.84633092128e-05,2.0,0.0004267886591454,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035520754754543,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,12,5
2021-03-13,0.0011943127610720499,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.30108730792999266,0.0,,,0.006344497203826879,0.0,0.0393467135727405,0.0,0.083436943590641,0.0,0.003979955858085275,0.0,0.10734470374882217,0.0,,,,,,,,,0.00015143160029156667,0.0,8.837487512206e-05,0.0,0.0,0.0,9.675077453716e-05,2.0,0.0,0.0,0.0,0.0,0.0005601478818182667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063934310339390805,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,15,6
2021-03-20,0.0013976913178339,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.38315661549568175,0.0,,,0.007355119939893439,0.0,0.0328825488686561,0.0,0.0721949264407157,0.0,0.0047929298598319,0.0,0.12436311133205888,0.0,,,,,,,,,0.0005796276770221,0.0,0.00020444025576574,0.0,0.0,0.0,0.000488781748572325,0.0,0.0,0.0,0.0,0.0,0.0008959054442432666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010661032050847941,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,7
2021-03-27,0.0014414702309295,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.48308259844779966,0.0,,,0.00798766724765298,0.0,0.024100411683321,0.0,0.0597007013857364,0.0,0.0049961418844759005,0.0,0.14055412821471686,0.0,,,,,,,,,0.00046164455125099997,0.0,0.00010167566385156667,0.0,0.0,0.0,0.00025081399944606,0.0,0.0,0.0,0.0,0.0,0.0008584855822846,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01930104233324522,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,8
2021-04-03,0.00123811553930855,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.5553517460823059,0.0,,,0.009948952868580779,0.0,0.0199870225042104,0.0,0.0501285083591938,0.0,0.00427290366496885,0.0,0.13734110631048674,0.0,,,,,,,,,0.000630229517507,0.0,0.00059535040054464,0.0,3.1344306383566667e-05,0.0,0.00077123303199182,0.0,0.0,0.0,0.0,0.0,0.0011819289065896667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03075011111795898,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,9
