"State","Season","_WeekendDate","AgeCategory_Legend","Sex_Label","Race_Label","Type","WeeklyRate","CumulativeRate"
"Utah","2020-21","2021-10-02","6mo-<12 months","All","All","Crude Rate","12.4","62.2"
"Utah","2020-21","2021-09-25","6mo-<12 months","All","All","Crude Rate","0.0","49.8"
"Utah","2020-21","2021-09-18","6mo-<12 months","All","All","Crude Rate","0.0","49.8"
"Utah","2020-21","2021-09-11","6mo-<12 months","All","All","Crude Rate","0.0","49.8"
"Utah","2020-21","2021-09-04","6mo-<12 months","All","All","Crude Rate","0.0","49.8"
"Utah","2020-21","2021-08-28","6mo-<12 months","All","All","Crude Rate","24.9","49.8"
"Utah","2020-21","2021-08-21","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-08-14","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-08-07","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-07-31","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-07-24","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-07-17","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-07-10","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-07-03","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-06-26","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-06-19","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-06-12","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-06-05","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-05-29","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-05-22","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-05-15","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-05-08","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-05-01","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-04-24","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-04-17","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-04-10","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-04-03","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-03-27","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-03-20","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-03-13","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-03-06","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-02-27","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-02-20","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-02-13","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-02-06","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-01-30","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-01-23","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-01-16","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-01-09","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2021-01-02","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2020-12-26","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2020-12-19","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2020-12-12","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2020-12-05","6mo-<12 months","All","All","Crude Rate","0.0","24.9"
"Utah","2020-21","2020-11-28","6mo-<12 months","All","All","Crude Rate","12.4","24.9"
"Utah","2020-21","2020-11-21","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-11-14","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-11-07","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-10-31","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-10-24","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-10-17","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-10-10","6mo-<12 months","All","All","Crude Rate","0.0","12.4"
"Utah","2020-21","2020-10-03","6mo-<12 months","All","All","Crude Rate","12.4","12.4"
"Tennessee","2020-21","2021-10-02","6mo-<12 months","All","All","Crude Rate","0.0","53.8"
"Tennessee","2020-21","2021-09-25","6mo-<12 months","All","All","Crude Rate","0.0","53.8"
"Tennessee","2020-21","2021-09-18","6mo-<12 months","All","All","Crude Rate","0.0","53.8"
"Tennessee","2020-21","2021-09-11","6mo-<12 months","All","All","Crude Rate","0.0","53.8"
"Tennessee","2020-21","2021-09-04","6mo-<12 months","All","All","Crude Rate","17.9","53.8"
"Tennessee","2020-21","2021-08-28","6mo-<12 months","All","All","Crude Rate","9.0","35.8"
"Tennessee","2020-21","2021-08-21","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-08-14","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-08-07","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-07-31","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-07-24","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-07-17","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-07-10","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-07-03","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-06-26","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-06-19","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-06-12","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-06-05","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-05-29","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-05-22","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-05-15","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-05-08","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-05-01","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-04-24","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-04-17","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-04-10","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-04-03","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-03-27","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-03-20","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-03-13","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-03-06","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-02-27","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-02-20","6mo-<12 months","All","All","Crude Rate","0.0","26.9"
"Tennessee","2020-21","2021-02-13","6mo-<12 months","All","All","Crude Rate","9.0","26.9"
"Tennessee","2020-21","2021-02-06","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2021-01-30","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2021-01-23","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2021-01-16","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2021-01-09","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2021-01-02","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2020-12-26","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2020-12-19","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2020-12-12","6mo-<12 months","All","All","Crude Rate","0.0","17.9"
"Tennessee","2020-21","2020-12-05","6mo-<12 months","All","All","Crude Rate","9.0","17.9"
"Tennessee","2020-21","2020-11-28","6mo-<12 months","All","All","Crude Rate","0.0","9.0"
"Tennessee","2020-21","2020-11-21","6mo-<12 months","All","All","Crude Rate","9.0","9.0"
"Tennessee","2020-21","2020-11-14","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Tennessee","2020-21","2020-11-07","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Tennessee","2020-21","2020-10-31","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Tennessee","2020-21","2020-10-24","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Tennessee","2020-21","2020-10-17","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Tennessee","2020-21","2020-10-10","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Tennessee","2020-21","2020-10-03","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2021-10-02","6mo-<12 months","All","All","Crude Rate","0.0","87.2"
"Oregon","2020-21","2021-09-25","6mo-<12 months","All","All","Crude Rate","0.0","87.2"
"Oregon","2020-21","2021-09-18","6mo-<12 months","All","All","Crude Rate","0.0","87.2"
"Oregon","2020-21","2021-09-11","6mo-<12 months","All","All","Crude Rate","10.9","87.2"
"Oregon","2020-21","2021-09-04","6mo-<12 months","All","All","Crude Rate","10.9","76.3"
"Oregon","2020-21","2021-08-28","6mo-<12 months","All","All","Crude Rate","0.0","65.4"
"Oregon","2020-21","2021-08-21","6mo-<12 months","All","All","Crude Rate","10.9","65.4"
"Oregon","2020-21","2021-08-14","6mo-<12 months","All","All","Crude Rate","0.0","54.5"
"Oregon","2020-21","2021-08-07","6mo-<12 months","All","All","Crude Rate","10.9","54.5"
"Oregon","2020-21","2021-07-31","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-07-24","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-07-17","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-07-10","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-07-03","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-06-26","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-06-19","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-06-12","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-06-05","6mo-<12 months","All","All","Crude Rate","0.0","43.6"
"Oregon","2020-21","2021-05-29","6mo-<12 months","All","All","Crude Rate","10.9","43.6"
"Oregon","2020-21","2021-05-22","6mo-<12 months","All","All","Crude Rate","0.0","32.7"
"Oregon","2020-21","2021-05-15","6mo-<12 months","All","All","Crude Rate","0.0","32.7"
"Oregon","2020-21","2021-05-08","6mo-<12 months","All","All","Crude Rate","0.0","32.7"
"Oregon","2020-21","2021-05-01","6mo-<12 months","All","All","Crude Rate","0.0","32.7"
"Oregon","2020-21","2021-04-24","6mo-<12 months","All","All","Crude Rate","0.0","32.7"
"Oregon","2020-21","2021-04-17","6mo-<12 months","All","All","Crude Rate","0.0","32.7"
"Oregon","2020-21","2021-04-10","6mo-<12 months","All","All","Crude Rate","10.9","32.7"
"Oregon","2020-21","2021-04-03","6mo-<12 months","All","All","Crude Rate","0.0","21.8"
"Oregon","2020-21","2021-03-27","6mo-<12 months","All","All","Crude Rate","0.0","21.8"
"Oregon","2020-21","2021-03-20","6mo-<12 months","All","All","Crude Rate","0.0","21.8"
"Oregon","2020-21","2021-03-13","6mo-<12 months","All","All","Crude Rate","0.0","21.8"
"Oregon","2020-21","2021-03-06","6mo-<12 months","All","All","Crude Rate","10.9","21.8"
"Oregon","2020-21","2021-02-27","6mo-<12 months","All","All","Crude Rate","0.0","10.9"
"Oregon","2020-21","2021-02-20","6mo-<12 months","All","All","Crude Rate","0.0","10.9"
"Oregon","2020-21","2021-02-13","6mo-<12 months","All","All","Crude Rate","0.0","10.9"
"Oregon","2020-21","2021-02-06","6mo-<12 months","All","All","Crude Rate","0.0","10.9"
"Oregon","2020-21","2021-01-30","6mo-<12 months","All","All","Crude Rate","0.0","10.9"
"Oregon","2020-21","2021-01-23","6mo-<12 months","All","All","Crude Rate","0.0","10.9"
"Oregon","2020-21","2021-01-16","6mo-<12 months","All","All","Crude Rate","10.9","10.9"
"Oregon","2020-21","2021-01-09","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2021-01-02","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-12-26","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-12-19","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-12-12","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-12-05","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-11-28","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-11-21","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-11-14","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-11-07","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-10-31","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-10-24","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-10-17","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-10-10","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Oregon","2020-21","2020-10-03","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"Ohio","2020-21","2021-10-02","6mo-<12 months","All","All","Crude Rate","7.5","156.8"
"Ohio","2020-21","2021-09-25","6mo-<12 months","All","All","Crude Rate","7.5","149.4"
"Ohio","2020-21","2021-09-18","6mo-<12 months","All","All","Crude Rate","7.5","141.9"
"Ohio","2020-21","2021-09-11","6mo-<12 months","All","All","Crude Rate","7.5","134.4"
"Ohio","2020-21","2021-09-04","6mo-<12 months","All","All","Crude Rate","7.5","127.0"
"Ohio","2020-21","2021-08-28","6mo-<12 months","All","All","Crude Rate","14.9","119.5"
"Ohio","2020-21","2021-08-21","6mo-<12 months","All","All","Crude Rate","0.0","104.5"
"Ohio","2020-21","2021-08-14","6mo-<12 months","All","All","Crude Rate","0.0","104.5"
"Ohio","2020-21","2021-08-07","6mo-<12 months","All","All","Crude Rate","7.5","104.5"
"Ohio","2020-21","2021-07-31","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-07-24","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-07-17","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-07-10","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-07-03","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-06-26","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-06-19","6mo-<12 months","All","All","Crude Rate","0.0","97.1"
"Ohio","2020-21","2021-06-12","6mo-<12 months","All","All","Crude Rate","7.5","97.1"
"Ohio","2020-21","2021-06-05","6mo-<12 months","All","All","Crude Rate","0.0","89.6"
"Ohio","2020-21","2021-05-29","6mo-<12 months","All","All","Crude Rate","7.5","89.6"
"Ohio","2020-21","2021-05-22","6mo-<12 months","All","All","Crude Rate","0.0","82.1"
"Ohio","2020-21","2021-05-15","6mo-<12 months","All","All","Crude Rate","0.0","82.1"
"Ohio","2020-21","2021-05-08","6mo-<12 months","All","All","Crude Rate","0.0","82.1"
"Ohio","2020-21","2021-05-01","6mo-<12 months","All","All","Crude Rate","0.0","82.1"
"Ohio","2020-21","2021-04-24","6mo-<12 months","All","All","Crude Rate","7.5","82.1"
"Ohio","2020-21","2021-04-17","6mo-<12 months","All","All","Crude Rate","7.5","74.7"
"Ohio","2020-21","2021-04-10","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-04-03","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-03-27","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-03-20","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-03-13","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-03-06","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-02-27","6mo-<12 months","All","All","Crude Rate","0.0","67.2"
"Ohio","2020-21","2021-02-20","6mo-<12 months","All","All","Crude Rate","14.9","67.2"
"Ohio","2020-21","2021-02-13","6mo-<12 months","All","All","Crude Rate","0.0","52.3"
"Ohio","2020-21","2021-02-06","6mo-<12 months","All","All","Crude Rate","0.0","52.3"
"Ohio","2020-21","2021-01-30","6mo-<12 months","All","All","Crude Rate","7.5","52.3"
"Ohio","2020-21","2021-01-23","6mo-<12 months","All","All","Crude Rate","0.0","44.8"
"Ohio","2020-21","2021-01-16","6mo-<12 months","All","All","Crude Rate","0.0","44.8"
"Ohio","2020-21","2021-01-09","6mo-<12 months","All","All","Crude Rate","7.5","44.8"
"Ohio","2020-21","2021-01-02","6mo-<12 months","All","All","Crude Rate","0.0","37.3"
"Ohio","2020-21","2020-12-26","6mo-<12 months","All","All","Crude Rate","0.0","37.3"
"Ohio","2020-21","2020-12-19","6mo-<12 months","All","All","Crude Rate","7.5","37.3"
"Ohio","2020-21","2020-12-12","6mo-<12 months","All","All","Crude Rate","0.0","29.9"
"Ohio","2020-21","2020-12-05","6mo-<12 months","All","All","Crude Rate","0.0","29.9"
"Ohio","2020-21","2020-11-28","6mo-<12 months","All","All","Crude Rate","0.0","29.9"
"Ohio","2020-21","2020-11-21","6mo-<12 months","All","All","Crude Rate","0.0","29.9"
"Ohio","2020-21","2020-11-14","6mo-<12 months","All","All","Crude Rate","7.5","29.9"
"Ohio","2020-21","2020-11-07","6mo-<12 months","All","All","Crude Rate","7.5","22.4"
"Ohio","2020-21","2020-10-31","6mo-<12 months","All","All","Crude Rate","0.0","14.9"
"Ohio","2020-21","2020-10-24","6mo-<12 months","All","All","Crude Rate","0.0","14.9"
"Ohio","2020-21","2020-10-17","6mo-<12 months","All","All","Crude Rate","0.0","14.9"
"Ohio","2020-21","2020-10-10","6mo-<12 months","All","All","Crude Rate","7.5","14.9"
"Ohio","2020-21","2020-10-03","6mo-<12 months","All","All","Crude Rate","7.5","7.5"
"New York","2020-21","2021-10-02","6mo-<12 months","All","All","Crude Rate","0.0","122.9"
"New York","2020-21","2021-09-25","6mo-<12 months","All","All","Crude Rate","0.0","122.9"
"New York","2020-21","2021-09-18","6mo-<12 months","All","All","Crude Rate","9.5","122.9"
"New York","2020-21","2021-09-11","6mo-<12 months","All","All","Crude Rate","9.5","113.4"
"New York","2020-21","2021-09-04","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-08-28","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-08-21","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-08-14","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-08-07","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-07-31","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-07-24","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-07-17","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-07-10","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-07-03","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-06-26","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-06-19","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-06-12","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-06-05","6mo-<12 months","All","All","Crude Rate","0.0","104.0"
"New York","2020-21","2021-05-29","6mo-<12 months","All","All","Crude Rate","9.5","104.0"
"New York","2020-21","2021-05-22","6mo-<12 months","All","All","Crude Rate","0.0","94.5"
"New York","2020-21","2021-05-15","6mo-<12 months","All","All","Crude Rate","9.5","94.5"
"New York","2020-21","2021-05-08","6mo-<12 months","All","All","Crude Rate","0.0","85.1"
"New York","2020-21","2021-05-01","6mo-<12 months","All","All","Crude Rate","0.0","85.1"
"New York","2020-21","2021-04-24","6mo-<12 months","All","All","Crude Rate","9.5","85.1"
"New York","2020-21","2021-04-17","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-04-10","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-04-03","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-03-27","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-03-20","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-03-13","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-03-06","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-02-27","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-02-20","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-02-13","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-02-06","6mo-<12 months","All","All","Crude Rate","0.0","75.6"
"New York","2020-21","2021-01-30","6mo-<12 months","All","All","Crude Rate","9.5","75.6"
"New York","2020-21","2021-01-23","6mo-<12 months","All","All","Crude Rate","0.0","66.2"
"New York","2020-21","2021-01-16","6mo-<12 months","All","All","Crude Rate","0.0","66.2"
"New York","2020-21","2021-01-09","6mo-<12 months","All","All","Crude Rate","0.0","66.2"
"New York","2020-21","2021-01-02","6mo-<12 months","All","All","Crude Rate","0.0","66.2"
"New York","2020-21","2020-12-26","6mo-<12 months","All","All","Crude Rate","9.5","66.2"
"New York","2020-21","2020-12-19","6mo-<12 months","All","All","Crude Rate","9.5","56.7"
"New York","2020-21","2020-12-12","6mo-<12 months","All","All","Crude Rate","18.9","47.3"
"New York","2020-21","2020-12-05","6mo-<12 months","All","All","Crude Rate","9.5","28.4"
"New York","2020-21","2020-11-28","6mo-<12 months","All","All","Crude Rate","9.5","18.9"
"New York","2020-21","2020-11-21","6mo-<12 months","All","All","Crude Rate","0.0","9.5"
"New York","2020-21","2020-11-14","6mo-<12 months","All","All","Crude Rate","0.0","9.5"
"New York","2020-21","2020-11-07","6mo-<12 months","All","All","Crude Rate","9.5","9.5"
"New York","2020-21","2020-10-31","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"New York","2020-21","2020-10-24","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"New York","2020-21","2020-10-17","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"New York","2020-21","2020-10-10","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"New York","2020-21","2020-10-03","6mo-<12 months","All","All","Crude Rate","0.0","0.0"
"New Mexico","2020-21","2021-10-02","6mo-<12 months","All","All","Crude Rate","0.0","134.2"
"New Mexico","2020-21","2021-09-25","6mo-<12 months","All","All","Crude Rate","0.0","134.2"
"New Mexico","2020-21","2021-09-18","6mo-<12 months","All","All","Crude Rate","14.9","134.2"
"New Mexico","2020-21","2021-09-11","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-09-04","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-08-28","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-08-21","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-08-14","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-08-07","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-07-31","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-07-24","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-07-17","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-07-10","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-07-03","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-06-26","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-06-19","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-06-12","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-06-05","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-05-29","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-05-22","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-05-15","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-05-08","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-05-01","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-04-24","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-04-17","6mo-<12 months","All","All","Crude Rate","0.0","119.3"
"New Mexico","2020-21","2021-04-10","6mo-<12 months","All","All","Crude Rate","14.9","119.3"
"New Mexico","2020-21","2021-04-03","6mo-<12 months","All","All","Crude Rate","0.0","104.4"
"New Mexico","2020-21","2021-03-27","6mo-<12 months","All","All","Crude Rate","14.9","104.4"
"New Mexico","2020-21","2021-03-20","6mo-<12 months","All","All","Crude Rate","29.8","89.5"
"New Mexico","2020-21","2021-03-13","6mo-<12 months","All","All","Crude Rate","0.0","59.7"
"New Mexico","2020-21","2021-03-06","6mo-<12 months","All","All","Crude Rate","0.0","59.7"
"New Mexico","2020-21","2021-02-27","6mo-<12 months","All","All","Crude Rate","0.0","59.7"
"New Mexico","2020-21","2021-02-20","6mo-<12 months","All","All","Crude Rate","0.0","59.7"
