state,state_name,date,PRCP,SNOW,SNWD,TMAX,TMIN
TN,Tennessee,2025-04-13,24.16854103343465,0.05063291139240506,0.16084656084656085,166.74130591630592,30.412103174603175
TN,Tennessee,2025-04-20,4.788527706491779,0.0,0.0,248.63591120658788,90.0141604010025
TN,Tennessee,2025-04-27,63.14428662478376,0.0,0.0,245.08703902613675,138.70757250268528
TN,Tennessee,2025-05-04,77.49791893856779,0.0,0.0,250.73837953091686,138.23528784648187
TN,Tennessee,2025-05-11,21.572586872586875,0.0,0.0,210.13393745557926,107.5019722814499
TN,Tennessee,2025-05-18,74.31297551278575,0.0,0.0,266.2494003527337,161.8405114638448
TN,Tennessee,2025-05-25,76.49575549450549,0.0,0.0,251.06751322751322,136.7820634920635
TN,Tennessee,2025-06-01,68.26191388432767,0.0,0.0,237.47691897654585,150.8135039090263
TN,Tennessee,2025-06-08,47.36749101961868,0.0,0.0,288.68457711442784,175.19374555792467
TN,Tennessee,2025-06-15,75.35967859419102,0.0,0.0,284.7464641080313,172.4419154228856
TN,Tennessee,2025-06-22,68.88731076245527,0.0,0.0,298.91079365079366,197.1132098765432
TN,Tennessee,2025-06-29,39.43521035598706,0.0,0.0,328.1401587301587,210.03171075837741
TN,Tennessee,2025-07-06,29.58334728422619,0.0,0.0,313.35922836287796,196.72219325686478
TN,Tennessee,2025-07-13,39.46239114322772,0.0,0.0,317.2072316986496,207.15973702914002
TN,Tennessee,2025-07-20,58.09716946508854,0.0,0.0,321.7622398589065,219.74909381663113
TN,Tennessee,2025-07-27,25.695609091762936,0.0,0.0,328.23867296918763,222.00021164021163
TN,Tennessee,2025-08-03,25.642833189613874,0.0,0.0,316.24615109201574,212.5377192982456
TN,Tennessee,2025-08-10,19.833541424699963,0.0,0.0,295.61716500553706,188.59208791208792
TN,Tennessee,2025-08-17,56.677200720925825,0.0,0.0,318.6702197802198,206.69178480552526
TN,Tennessee,2025-08-24,32.72056408770405,0.0,0.0,320.4689743589744,198.0241185023628
TN,Tennessee,2025-08-31,0.6723830049261084,0.0,0.0,273.61821155943295,123.36812068338786
TN,Tennessee,2025-09-07,64.5209466552152,0.0,0.0,277.00588972431075,150.55520945220192
TN,Tennessee,2025-09-14,3.1908318514127645,0.0,0.0,282.43628714643756,128.33526673827424
TN,Tennessee,2025-09-21,8.26768221574344,0.0,0.0,308.6172619047619,158.64145021645024
TN,Tennessee,2025-09-28,94.20807593307593,0.0,0.0,271.83863636363634,171.4078947368421
TN,Tennessee,2025-10-05,0.6550506585612969,0.0,0.0,281.88317221625493,138.61075904045828
TN,Tennessee,2025-10-12,36.15628399656456,0.0,0.0,243.13333333333333,123.21950549450548
TN,Tennessee,2025-10-19,41.89757104454685,0.0,0.0,255.95730643402396,101.25508905852416
TN,Tennessee,2025-10-26,15.35396988364134,0.0,0.0,198.45054945054943,44.91342490842491
TN,Tennessee,2025-11-02,94.27693959347266,0.0020128824476650566,0.0,140.78118686868686,63.15806277056277
TN,Tennessee,2025-11-09,29.148632528367763,0.0,0.0,193.32386446886446,51.247893772893775
TN,Tennessee,2025-11-16,1.202534232577151,0.46755026455026455,1.7461256692025922,156.9037804434751,12.04870956015994
TN,Tennessee,2025-11-23,42.86984126984127,0.0,0.0,198.6473484848485,83.51550304332258
TN,Tennessee,2025-11-30,38.59315660284733,0.005817711700064641,0.026260504201680673,130.83589466089464,12.442352092352092
TN,Tennessee,2025-12-07,44.08964042759961,0.04028270450392347,0.08156028368794327,50.86659340659341,-20.531593406593405
TN,Tennessee,2025-12-14,6.391274928774929,0.2728937728937729,1.2960424710424712,90.8818315018315,-31.432435897435898
TN,Tennessee,2025-12-21,47.44031511124534,0.03901967107384714,0.5052521008403361,104.10417128091547,-35.26122185308232
TN,Tennessee,2025-12-28,1.0661329147043432,0.0,0.027472527472527476,187.6452194940476,90.9022693452381
TN,Tennessee,2026-01-04,12.717470363672895,0.019780219780219783,0.011111111111111112,107.03257659653009,-24.004411221853083
TN,Tennessee,2026-01-11,47.92545445564117,0.0,0.0,166.2641934293097,42.179826504245106
TN,Tennessee,2026-01-18,12.718148375229921,0.20003417634996581,1.3982142857142856,80.74925595238095,-54.208779761904765
TN,Tennessee,2026-01-25,42.89331813576494,3.335775910364146,19.39308176100629,50.14226651901071,-63.35186415651532
TN,Tennessee,2026-02-01,32.451970055161546,7.0078510378510375,49.94680020156211,-4.6470430107526886,-105.82168021680218
TN,Tennessee,2026-02-08,21.40998338870432,0.403187941843404,28.75687134502924,57.234247448979595,-58.01375425170068
TN,Tennessee,2026-02-15,41.214296415195285,0.0,2.2027649769585254,152.41740097908323,-0.2706942590120162
TN,Tennessee,2026-02-22,40.28915343915344,0.013905847239180574,0.0771604938271605,170.6701743197279,54.206058673469386
TN,Tennessee,2026-03-01,35.99132914704343,0.38174386920980924,1.6638034960819772,130.58113871635612,-1.3378053830227743
TN,Tennessee,2026-03-08,7.568762575452716,0.0,0.0,225.13742768135293,107.49032042723633
TN,Tennessee,2026-03-15,16.369565217391305,0.0,0.0,198.21666666666667,86.93333333333334
TX,Texas,2021-01-03,83.6985432330827,3.9053779807204467,13.93630017452007,120.5807478122514,-0.6909307875894988
TX,Texas,2021-01-10,26.161846636397534,2.782293810896116,9.831379731379732,147.45712608987256,15.062575452716297
TX,Texas,2021-01-17,32.45723285114326,6.5116128820674275,25.467043684943857,130.59539942145082,-10.503871829105474
